,Released,English title,Genre,Score,Popularity,Overview,Or_lan,Actor_1_name,Actor_1_popu,Actor_2_name,Actor_2_popu,Actor_3_name,Actor_3_popu
3904,2001-10-05,Joy Ride, Mystery Thriller Drama,6.495,21.405,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",en,Paul Walker,35.062,Steve Zahn,39.379,Leelee Sobieski,36.017
3905,2001-10-05,Max Keeble's Big Move, Comedy Family,5.732,15.482,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.",en,Alex D. Linz,24.847,Larry Miller,37.835,Jamie Kennedy,19.467
3906,2001-10-05,Serendipity, Comedy Romance Drama,6.913,36.357,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",en,John Cusack,45.313,Kate Beckinsale,108.541,Jeremy Piven,204.082
3907,2001-10-05,Training Day, Action Crime Drama,7.495,44.342,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",en,Ethan Hawke,53.761,Denzel Washington,79.376,Scott Glenn,40.57
3908,2001-10-09,Scooby-Doo and the Cyber Chase, Animation Adventure Comedy,7.304,30.657,"When Scooby and the gang get trapped in a video game created for the gang, they must fight against the 'Phantom Virus.' To escape the game they must go level by level and defeat the game once and for all.",en,Scott Innes,9.319,Frank Welker,30.142,Grey DeLisle,23.454
3909,2001-10-12,Bandits, Comedy Crime,6.258,25.522,"After escaping from prison, Joe and Terry go on a crime spree, robbing banks through Oregon and California in order to finance their scheme for a new life south of the border. Unfortunately, things get more complicated when they meet Kate, who runs into them with her car. She joins the bandits on their cross-country spree, and eventually she steals something, too: their hearts.",en,Bruce Willis,72.499,Billy Bob Thornton,34.454,Cate Blanchett,35.213
3910,2001-10-12,Corky Romano, Action Comedy Crime,4.255,10.072,"Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.",en,Chris Kattan,9.207,Vinessa Shaw,20.11,Peter Falk,59.226
3911,2001-10-12,My First Mister, Comedy Drama Romance,6.6,11.505,"Leelee Sobieski is brash, abrasive and vulnerable as a teenage child of divorce who hides her pain behind a mask of hard-edged gothic rebellion. Albert Brooks plays a man who is her total opposite, a precise and well-ordered menswear store owner of forty-nine who manages limited expectations and protects lonely secrets with pleasant ritual and quiet, ironic reserve. These two total opposites collide in conflict then come together in a surprising alliance, changing each other's lives forever.",en,Albert Brooks,15.731,Leelee Sobieski,27.605,John Goodman,31.669
3912,2001-10-19,The Last Castle, Action Drama Thriller,7.153,23.509,A court-martialed general rallies together 1200 inmates to rise against the system that put him away.,en,Robert Redford,41.142,James Gandolfini,14.255,Mark Ruffalo,43.646
3913,2001-10-19,Riding in Cars with Boys, Comedy Drama Romance,6.8,18.488,"In 1965, a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father.",en,Drew Barrymore,31.588,Steve Zahn,39.379,Adam Garcia,23.505
3914,2001-10-19,Waking Life, Animation Drama Fantasy,7.498,20.445,"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life.",en,Ethan Hawke,44.528,Julie Delpy,28.47,Wiley Wiggins,4.4
3915,2001-10-24,A Chronicle of Corpses, Horror Drama,2.5,1.96,"The Elliot estate was once a thriving plantation, but by the 19th century, the family has crumbled under the weight of its own excesses. If sordid sexuality and insanity don't claim their lives, a malevolent force lurking on the land certainly will. Is it a supernatural entity, or simply the poverty-stricken locals seeking revenge? Marj Dusay and Ryan Foley star in this award-winning chiller from auteur Andrew Repasky McElhinney.",en,Marj Dusay,16.649,Oliver Wyman,1.4,Margot White,2.234
3916,2001-10-26,On the Line, Comedy Family Romance,4.806,13.208,A young man becomes smitten with a girl he meets on a subway train and tries to reunite with her.,en,Lance Bass,15.457,Joey Fatone,22.304,Emmanuelle Chriqui,35.781
3917,2001-10-26,Thirteen Ghosts, Horror Thriller,6.2,34.807,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",en,Tony Shalhoub,44.266,Embeth Davidtz,48.698,Matthew Lillard,45.346
3918,2001-10-31,Wasabi, Drama Action Comedy,6.6,21.8,"Hubert is a French policeman with very sharp methods. After being forced to take 2 months off by his boss, who doesn't share his view on working methods, he goes back to Japan, where he used to work 19 years ago, to settle the probate of his girlfriend who left him shortly after marriage without a trace.",fr,Jean Reno,47.724,Ryoko Hirosue,25.795,Michel Muller,7.942
3919,2001-11-02,The One, Action Science Fiction Thriller,6.105,31.76,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,en,Jet Li,38.261,Jason Statham,251.052,Carla Gugino,54.911
3920,2001-11-03,The Flintstones: On the Rocks, Animation Comedy Family,6.308,6.698,"With their marriage on the rocks, Fred and Wilma take a holiday together to rekindle the fire in their relationship.",en,Jeff Bergman,18.952,Tress MacNeille,12.601,Kevin Michael Richardson,43.391
3921,2001-11-06,Mickey's Magical Christmas: Snowed in at the House of Mouse, Animation Family Comedy,6.9,31.801,"When a huge snowstorm leaves everyone stranded, Mickey and all of his guests at the House of Mouse, including Pooh, Belle, Snow White, Cinderella, Ariel and many more of his old and new friends, break out the cookies and hot chocolate to help Donald mend his tattered Christmas spirit.",en,Wayne Allwine,8.601,Tony Anselmo,18.761,Bill Farmer,23.136
3922,2001-11-09,Heist, Action Crime Drama Thriller,6.3,20.182,"Joe Moore has a job he loves. He's a thief. His job goes sour when he gets caught on security camera tape. His fence, Bergman, reneges on the money he's owed, and his wife may be betraying him with the fence's young lieutenant. Moore and his partner, Bobby Blane, and their utility man, Pinky Pincus, find themselves broke, betrayed, and blackmailed. Moore is forced to commit his crew to do one last big job.",en,Gene Hackman,76.185,Danny DeVito,46.277,Delroy Lindo,19.702
3923,2001-11-09,Maze, Drama Comedy Romance,5.667,4.605,"Artist Lyle Maze is reconciled to a life without romance thanks to his dual afflictions: Tourette's Syndrome and obsessive-compulsive disorder. But his life takes an unexpected turn when his friend Mike departs on a humanitarian mission, leaving behind his pregnant girlfriend Callie. She leans on Lyle for help, and before long he's Lamaze coach, pinch-hitting father-to-be and in love with Callie.",en,Rob Morrow,28.632,Laura Linney,34.135,Craig Sheffer,34.394
3924,2001-11-16,Harry Potter and the Sorcerer's Stone, Adventure Fantasy,7.915,159.444,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",en,Daniel Radcliffe,55.476,Rupert Grint,31.447,Emma Watson,49.018
3925,2001-11-21,Black Knight, Comedy Fantasy Adventure,5.381,30.19,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.",en,Martin Lawrence,46.253,Marsha Thomason,31.764,Tom Wilkinson,26.997
3926,2001-11-21,Out Cold, Comedy,5.857,25.794,"Rick Rambis and his friends are having the time of their lives on Bull Mountain—until the legendary Papa Muntz' son decides to sell the mountain to a sleazy land developer, have the staff fired and turn Bull Mountain into 'Yuppieville'.",en,Jason London,19.801,Lee Majors,36.577,Zach Galifianakis,46.995
3927,2001-11-23,In the Bedroom, Drama Thriller,6.944,15.488,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. His son is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",en,Tom Wilkinson,28.099,Sissy Spacek,31.798,Nick Stahl,17.089
3928,2001-11-30,The Affair of the Necklace, Drama History Romance,5.6,15.66,"In pre-Revolutionary France, a young aristocratic woman left penniless by the political unrest in the country, must avenge her family's fall from grace by scheming to steal a priceless necklace.",en,Hilary Swank,35.174,Jonathan Pryce,21.326,Simon Baker,31.332
3929,2001-11-30,Behind Enemy Lines, Action Drama Thriller War,6.36,39.976,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Lt. Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer, Admiral Reigart, decides to risk his career and launch a renegade rescue mission to save his life.",en,Owen Wilson,65.541,Gene Hackman,76.185,Gabriel Macht,39.637
3930,2001-11-30,Texas Rangers, Western Action,6.072,11.328,"Ten years after the Civil War has ended, the Governor of Texas asks Leander McNelly to form a company of Rangers to help uphold the law along the Mexican border. With a few veterans of the war, most of the recruits are young men who have little or no experience with guns or policing crime.",en,James Van Der Beek,16.285,Rachael Leigh Cook,32.768,Ashton Kutcher,52.302
3931,2001-12-04,Beethoven's 4th, Family Comedy,5.145,15.749,"The family is pleasantly surprised and puzzled when Beethoven suddenly becomes obedient. Turns out it's a prince and the pauper scenario, with the real Beethoven now living with a pompous rich family.",en,Judge Reinhold,32.11,Julia Sweeney,8.779,Joe Pichler,3.364
3932,2001-12-07,Ocean's Eleven, Thriller Crime,7.439,52.415,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",en,George Clooney,38.489,Matt Damon,104.315,Andy García,27.475
3933,2001-12-09,The Day Reagan Was Shot, Drama TV Movie,6.0,21.349,The Day Reagan Was Shot is a 2001 film made for television directed by Cyrus Nowrasteh. The film stars Richard Dreyfuss as Alexander Haig and Richard Crenna as Ronald Reagan.,en,Richard Dreyfuss,25.066,Richard Crenna,22.533,Colm Feore,16.353
3934,2001-12-14,Iris, Drama Romance,6.4,13.671,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",en,Kate Winslet,44.096,Judi Dench,20.633,Jim Broadbent,27.797
3935,2001-12-14,Vanilla Sky, Fantasy Thriller Romance,6.814,27.689,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",en,Tom Cruise,60.267,Penélope Cruz,38.953,Cameron Diaz,34.866
3936,2001-12-18,The Shipping News, Drama Romance,6.335,20.235,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,en,Kevin Spacey,25.187,Julianne Moore,54.435,Cate Blanchett,35.213
3937,2001-12-21,Aida of the Trees, Animation Fantasy,6.494,6.559,"In a world divided between two cities, the evil stone dragon Satam and his followers in the city of Petra wage war against the peaceful Tree People of Alborea. Beautiful Princess Aida, the daughter of Alborea's king, is taken prisoner by the Petrans and enslaved. As a servant, Aida meets and falls in love with handsome soldier Ramades. Ramades feels the same for Aida, but can their young love end the war between their two peoples?",it,Jasmine Laurenti,0.6,Filippa Giordano,0.656,Simone D'Andrea,0.84
3938,2001-12-21,How High, Comedy,6.312,35.193,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",en,Method Man,28.622,Redman,8.322,Obba Babatundé,25.557
3939,2001-12-21,Joe Somebody, Comedy Romance Family Drama,5.708,11.106,"When underappreciated video specialist Joe Scheffer is brutally humiliated by office bully Mark McKinney in front of his daughter, Joe begins a quest for personal redemption. He proceeds by enduring a personal makeover and takes martial arts lessons from a B-action star. As news spreads of his rematch with Mark, Joe suddenly finds himself the center of attention, ascending the corporate ladder and growing in popularity.",en,Tim Allen,42.59,Julie Bowen,39.416,Kelly Lynch,41.08
3940,2001-12-21,The Majestic, Drama Romance,6.759,13.79,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",en,Jim Carrey,52.59,Bob Balaban,25.861,Jeffrey DeMunn,14.239
3941,2001-12-21,Momo, Animation Family,7.054,6.704,"Momo is a shy and affectionate girl who has found new friends and a house in the middle of some ruins of an old amphitheater. But suddenly, a day, the ""Grey Men"" burst in the city in order to rob people's time. Momo try to stop them but doesn't know how.",it,Erica Necci,6.013,Giancarlo Giannini,22.146,Diego Abatantuono,7.664
3942,2001-12-25,Kate & Leopold, Romance Comedy Fantasy,6.332,28.283,"When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history.",en,Meg Ryan,21.161,Hugh Jackman,70.22,Liev Schreiber,48.669
3943,2001-12-28,I Am Sam, Drama,7.567,30.14,"Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family.",en,Sean Penn,55.474,Michelle Pfeiffer,50.038,Dianne Wiest,28.129
3944,2001-12-28,Black Hawk Down, Action War History,7.374,61.973,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",en,Josh Hartnett,49.514,Eric Bana,82.965,Ewan McGregor,61.322
3945,2001-12-28,Charlotte Gray, Drama History Romance War,6.1,14.542,"This is a drama set in Nazi-occupied France at the height of World War II. Charlotte Gray tells the compelling story of a young Scottish woman working with the French Resistance in the hope of rescuing her lover, a missing RAF pilot. Based on the best-selling novel by Sebastian Faulks.",en,Cate Blanchett,31.764,Billy Crudup,33.377,Michael Gambon,17.037
3946,2002-01-11,Orange County, Comedy Drama,6.008,11.358,"Shaun Brumder is a local surfer kid from Orange County who dreams of going to Stanford to become a writer and to get away from his dysfunctional family household. Except Shaun runs into one complication after another, starting when his application is rejected after his dim-witted guidance counselor sends in the wrong form.",en,Colin Hanks,39.596,Jack Black,77.276,Schuyler Fisk,15.454
3947,2002-01-18,Snow Dogs, Comedy Family Adventure,5.617,21.251,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",en,Cuba Gooding Jr.,20.521,James Coburn,29.862,Sisqó,10.637
3948,2002-01-18,State Property, Crime Action Drama,6.5,5.466,"Frustrated with being broke, Beans decides that the only way to grasp the American Dream is to take it.",en,Beanie Sigel,1.406,Omillio Sparks,1.722,Memphis Bleek,6.175
3949,2002-01-25,Kung Pow! Enter the Fist, Comedy Action,6.3,25.599,"A movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together.  As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way he encounters some strange characters.",en,Steve Oedekerk,21.08,Lung Fei,5.985,Leo Lee,6.352
3950,2002-01-25,The Mothman Prophecies, Drama Horror Mystery,6.192,32.203,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,en,Richard Gere,63.468,Laura Linney,34.135,Will Patton,41.072
3951,2002-01-25,A Walk to Remember, Drama Romance,7.747,44.496,"When the popular, restless Landon Carter is forced to participate in the school drama production, he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life, as well as a very big secret she must keep from Landon.",en,Mandy Moore,37.63,Shane West,21.271,Peter Coyote,40.858
3952,2002-02-01,Raaz, Thriller,5.848,5.365,"Sanjana and Aditya decide to give their marriage one last chance. They plan a holiday in Ooty, but they don't know that a strange figure is waiting for them to come.",hi,Bipasha Basu,8.741,Dino Morea,9.846,Ashutosh Rana,11.733
3953,2002-02-01,Slackers, Comedy Romance,5.103,9.889,"Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.",en,Devon Sawa,32.371,Jaime King,32.991,Jason Segel,22.807
3954,2002-02-08,Big Fat Liar, Family Comedy Adventure,5.846,23.804,"After one of his class papers is stolen and turned into a movie, a young student and his best friend exact a hilarious, slapstick revenge on the Hollywood hot shot who has taken credit!",en,Frankie Muniz,37.438,Paul Giamatti,69.048,Amanda Bynes,17.699
3955,2002-02-08,Rollerball, Action Science Fiction Thriller,3.993,24.523,"In this fast action-packed thriller, Jonathan, Marcus, and Aurora compete in a dangerous, fierce sport called Rollerball. Although, Johnathan and Marcus try to quit, cruel and vindictive promoter Alexi Petrovich encourages them to still participate.",en,Chris Klein,31.884,LL Cool J,19.247,Rebecca Romijn,25.742
3956,2002-02-15,Crossroads, Drama Romance Comedy,5.231,27.096,"After eight years apart, three childhood friends - Lucy, Kit, and Mimi - rediscover their friendship on a cross-country trip. With barely a plan, practically no money but plenty of dreams, the girls catch a lift with Mimi's handsome friend Ben in his convertible. Along the way they not only gather experiences that will change their lives, but they also discover how important it is to hold onto their hearts' desires.",en,Britney Spears,26.118,Zoe Saldaña,124.264,Taryn Manning,29.322
3957,2002-02-15,Hart's War, Drama War,6.389,23.508,"When Col. William McNamara is stripped of his freedom in a German POW camp, he's determined to keep on fighting even from behind enemy lines. Enlisting the help of a young lieutenant in a brilliant plot against his captors, McNamara risks everything on a mission to free his men and change the outcome of the war.",en,Colin Farrell,63.504,Bruce Willis,72.499,Terrence Howard,44.57
3958,2002-02-15,John Q., Drama Thriller Crime,7.11,24.882,"John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.",en,Denzel Washington,79.376,James Woods,56.294,Kimberly Elise,15.989
3959,2002-02-22,Dragonfly, Thriller Fantasy Mystery,6.541,19.122,A grieving doctor is being contacted by his late wife through his patient's near death experiences.,en,Kevin Costner,68.344,Joe Morton,28.903,Ron Rifkin,18.432
3960,2002-03-01,40 Days and 40 Nights, Comedy Romance,5.47,18.196,"Matt Sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. Then came Lent, that time of year when everybody gives something up. That's when Matt decides to go where no man's gone before and make a vow: No sex. Whatsoever. For 40 straight days. At first he has everything under control. That is until the woman of his dreams, Erica, walks into his life.",en,Josh Hartnett,49.514,Shannyn Sossamon,15.083,Paulo Costanzo,6.092
3961,2002-03-01,We Were Soldiers, Action History War,7.131,53.281,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,en,Mel Gibson,82.511,Greg Kinnear,38.543,Madeleine Stowe,23.606
3962,2002-03-08,All About the Benjamins, Action Adventure Comedy,5.858,22.221,"Bucum Jackson (Cube) is a bounty hunter with a lot of attitude and no interest in taking on a partner. Working at Martinez Bail Bonds, Jackson has unorthodox methods of tracking down low-life criminals, but they work, and one day he hopes to become his own boss and open up his own private investigation firm. Reggie Wright (Epps) is a slippery con artist who is avoiding the law, and Jackson. During a cat and mouse chase, the two stumble on a multi-million dollar diamond heist. Hiding from Jackson, Wright finds himself in the thieves' getaway van and ends up having to escape from them after they discover their booty is fake, much to the displeasure of their ruthless boss (Flanagan). When Wright meets up with his girlfriend (Mendes), he discovers that his recently purchased lottery ticket is the sole winner of $60 million. Unfortunately, his wallet, which held the ticket, was left in the thieves' van, so he persuades Jackson to help him get it back.",en,Ice Cube,29.741,Mike Epps,29.093,Tommy Flanagan,27.795
3963,2002-03-13,Kissing Jessica Stein, Comedy,6.029,17.561,"Jessica, a Jewish copy editor living and working in New York City, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. The advertisement has been placed by 'lesbian-curious' Helen Cooper, a thirtysomething art gallerist.",en,Jennifer Westfeldt,11.997,Heather Juergensen,5.527,Scott Cohen,19.05
3964,2002-03-15,Resident Evil, Horror Action Science Fiction,6.614,21.564,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak.",en,Milla Jovovich,49.779,Michelle Rodriguez,39.602,Eric Mabius,18.0
3965,2002-03-22,Blade II, Fantasy Horror Action Thriller,6.531,34.865,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",en,Wesley Snipes,45.218,Kris Kristofferson,33.822,Ron Perlman,42.865
3966,2002-03-22,Sorority Boys, Comedy,5.388,12.945,"After being falsely accused of stealing the budget for their annual cocktail cruise, three very different fraternity brothers are kicked out of their dorm. In order to clear their name and to secure their future careers, the three dress up in drag and pledge the sorority next door where they learn a few valuable - and hilarious - lessons about themselves and the female species.",en,Barry Watson,20.143,Michael Rosenbaum,36.807,Harland Williams,16.582
3967,2002-03-22,Stolen Summer, Drama Family Comedy,6.121,11.163,"Pete, an eight-year-old Catholic boy growing up in the suburbs of Chicago in the mid-1970s, attends Catholic school, where as classes let out for the summer, he's admonished by a nun to follow the path of the Lord, and not that of the Devil. Perhaps taking this message a bit too seriously, Pete decides it's his goal for the summer to help someone get into heaven - by  trying to convert a Jew to Catholicism.",en,Adiel Stein,2.268,Mike Weinberg,8.461,Aidan Quinn,22.373
3968,2002-03-29,Clockstoppers, Adventure Family Science Fiction Thriller,5.291,17.599,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",en,Jesse Bradford,25.569,Paula Garcés,23.607,French Stewart,24.493
3969,2002-03-29,Death to Smoochy, Comedy Crime Drama Thriller,5.952,15.224,"Tells the story of Rainbow Randolph, the corrupt, costumed star of a popular children's TV show, who is fired over a bribery scandal and replaced by squeaky-clean Smoochy, a puffy fuscia rhinoceros. As Smoochy catapults to fame - scoring hit ratings and the affections of a network executive - Randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as America's sweetheart.",en,Robin Williams,30.287,Edward Norton,44.836,Catherine Keener,33.473
3970,2002-03-29,Panic Room, Crime Drama Thriller,6.772,27.579,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",en,Jodie Foster,70.251,Kristen Stewart,104.932,Forest Whitaker,30.82
3971,2002-04-05,Big Trouble, Action Comedy Thriller Mystery,6.147,14.659,"The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, ""Big Trouble.""",en,Tim Allen,42.59,Rene Russo,31.124,Omar Epps,24.178
3972,2002-04-05,High Crimes, Drama Mystery Thriller Crime,6.4,20.315,"A female attorney learns that her husband is really a marine officer awol for fifteen years and accused of murdering fifteen civilians in El Salvador. Believing her husband when he tells her that he's being framed as part of a U.S. Military cover-up, the attorney defends him in a military court.",en,Ashley Judd,22.957,Morgan Freeman,76.134,Jim Caviezel,32.479
3973,2002-04-12,Frailty, Drama Thriller Crime,6.968,27.172,A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed 'demons'.,en,Bill Paxton,52.424,Matthew McConaughey,51.222,Powers Boothe,21.944
3974,2002-04-12,The Sweetest Thing, Romance Comedy,5.541,26.562,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",en,Cameron Diaz,34.866,Christina Applegate,34.709,Thomas Jane,46.931
3975,2002-04-19,Murder by Numbers, Crime Drama Thriller,6.136,26.387,"Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.",en,Sandra Bullock,54.65,Ben Chaplin,22.326,Ryan Gosling,93.713
3976,2002-04-19,My Big Fat Greek Wedding, Comedy Drama Romance,6.493,32.556,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,en,Nia Vardalos,21.289,John Corbett,59.644,Lainie Kazan,17.632
3977,2002-05-03,Deuces Wild, Action Crime Drama,5.75,16.655,"1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.",en,Stephen Dorff,34.094,Fairuza Balk,27.044,Brad Renfro,18.946
3978,2002-05-03,Hollywood Ending, Comedy Drama,6.557,14.584,"Woody Allen stars as Val Waxman, a two-time Oscar winner turned washed-up, neurotic director in desperate need of a comeback. When it comes, Waxman finds himself backed into a corner: Work for his ex-wife Ellie or forfeit his last shot. Is Val blinded by love when he opts for the reconnect? Is love blind when it comes to Ellie's staunch support? Literally and figuratively, the proof is the picture.",en,Woody Allen,29.366,George Hamilton,24.584,Téa Leoni,39.312
3979,2002-05-10,The New Guy, Comedy,5.97,30.178,"Nerdy high school senior Dizzy Harrison has finally gotten lucky -- after purposely getting expelled, he takes lessons in 'badass cool' from a convict and enrolls at a new school. But can he keep up the ruse?",en,DJ Qualls,16.133,Eliza Dushku,37.903,Zooey Deschanel,63.352
3980,2002-05-10,Unfaithful, Thriller Drama,6.65,42.537,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",en,Richard Gere,63.468,Diane Lane,81.697,Olivier Martinez,16.688
3981,2002-05-17,The Importance of Being Earnest, Comedy Drama History Romance,6.836,13.712,"Two young gentlemen living in 1890s England use the same pseudonym (""Ernest"") on the sly, which is fine until they both fall in love with women using that name, which leads to a comedy of mistaken identities...",en,Rupert Everett,30.026,Colin Firth,38.168,Reese Witherspoon,53.741
3982,2002-05-24,Insomnia, Crime Thriller,6.937,29.629,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,en,Al Pacino,46.606,Robin Williams,30.287,Hilary Swank,35.174
