,Released,English title,Genre,Score,Popularity,Overview,Or_lan,Actor_1_name,Actor_1_popu,Actor_2_name,Actor_2_popu,Actor_3_name,Actor_3_popu
81,2014-11-14,"Nativity 3: Dude, Where's My Donkey?", Comedy,4.756,17.309,"This Christmas the pupils of St Bernadette's and their much-loved, madcap teacher Mr. Poppy are back for their biggest adventure yet involving fantastic flashmobs, excitable elves, Christmas carols and of course Archie the donkey! When their new teacher Mr. Shepherd loses his memory and forgets all about Christmas, as well as his fiancée Sophie and the whereabouts of the beloved Archie, it's up to the pupils of St Bernadette's to save the day. Led by the ever enthusiastic Mr Poppy, they embark on a Christmas journey like never before - but time is against them if they are to help Mr Shepherd get to New York in time for his magical yuletide wedding!",en,Martin Clunes,18.964,Marc Wootton,10.544,Catherine Tate,31.306
82,2014-12-05,Black Sea, Adventure Drama Thriller,6.252,20.539,"A rogue submarine captain pulls together a misfit crew to go after a sunken treasure rumored to be lost in the depths of the Black Sea. As greed and desperation take control on-board their claustrophobic vessel, the increasing uncertainty of the mission causes the men to turn on each other to fight for their own survival.",en,Jude Law,58.306,Karl Davies,14.144,Jodie Whittaker,11.96
83,2014-12-05,Get Santa, Comedy Family,6.1,10.093,"A father and son must team up to save Christmas when they discover Santa Claus sleeping in their garage, having crashed his sleigh and found himself on the run from the police.",en,Jim Broadbent,29.991,Rafe Spall,24.419,Warwick Davis,18.303
84,2014-12-13,Kingsman: The Secret Service, Crime Comedy Action Adventure,7.634,63.423,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,en,Colin Firth,38.168,Samuel L. Jackson,108.249,Mark Strong,55.03
85,2014-12-25,Selma, History Drama,7.398,28.609,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.",en,David Oyelowo,33.024,Tom Wilkinson,26.997,Carmen Ejogo,32.264
86,2014-12-27,Altar, Mystery Horror,4.833,8.669,A young family find themselves in serious danger when they move to an isolated haunted house in the Yorkshire Moors.,en,Olivia Williams,34.537,Matthew Modine,26.852,Antonia Clarke,9.064
87,2014-12-30,The Woman in Black: Angel of Death, Thriller Horror Drama,5.256,23.451,"40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrive, awakening the house's darkest inhabitant.",en,Phoebe Fox,14.806,Helen McCrory,21.207,Jeremy Irvine,12.869
88,2016-01-01,The Fall of the Krays, Crime Thriller,5.025,5.459,"The brutal brothers from Bethnal Green are back and bloodier than ever in Fall of the Krays. Following on from the ferocious Rise Of The Krays, Fall of the Krays picks up the story of the infamous Firm as the cracks start to show in the brothers business plans and their sanity. Having secured their empire and their infamy, the brothers must now fight to keep hold of both as the obsession of one police officer becomes entwined with a burgeoning romance and a dangerous state of mind for Reggie and Ronnie respectively.",en,Simon Cotton,3.633,Kevin Leslie,6.271,George Webster,7.228
89,2016-01-15,Breakdown, Thriller,5.25,6.499,"A professional contract killer, haunted by visions of his violent past, spirals out of control. His work compromised as he reaches breaking point, he is forced to defend his family from his ruthless employers.",en,Craig Fairbrass,14.671,Emmett Scanlan,20.888,James Cosmo,29.778
90,2016-01-27,Ali and Nino, Drama Romance,6.7,15.392,Muslim prince Ali and Georgian aristocrat Nino have grown up in the Russian province of Azerbaijan. Their tragic love story sees the outbreak of the First World War and the world’s struggle for Baku’s oil. Ultimately they must choose to fight for their country’s independence or for each other.,en,Adam Bakri,8.344,María Valverde,33.804,Connie Nielsen,57.791
91,2016-02-05,Dad's Army, Comedy War,4.911,24.82,A cinema remake of the classic sitcom Dad's Army (1968). The Walmington-on-Sea Home Guard platoon deal with a visiting female journalist and a German spy as World War II draws to its conclusion.,en,Catherine Zeta-Jones,31.419,Bill Nighy,38.599,Michael Gambon,23.458
92,2016-02-15,Alone in Berlin, War Thriller Drama,6.7,30.794,"Berlin in June of 1940. While Nazi propaganda celebrates the regime’s victory over France, a kitchen-cum-living room in Prenzlauer Berg is filled with grief. Anna and Otto Quangel’s son has been killed at the front. This working class couple had long believed in the ‘Führer’ and followed him willingly, but now they realise that his promises are nothing but lies and deceit. They begin writing postcards as a form of resistance and in a bid to raise awareness: Stop the war machine! Kill Hitler! Putting their lives at risk, they distribute these cards in the entrances of tenement buildings and in stairwells. But the SS and the Gestapo are soon onto them, and even their neighbours pose a threat.",en,Emma Thompson,42.996,Brendan Gleeson,49.261,Daniel Brühl,32.248
93,2016-02-24,Grimsby, Action Comedy,5.944,34.063,"Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot.",en,Sacha Baron Cohen,21.208,Mark Strong,55.03,Isla Fisher,34.845
94,2016-03-16,The Pass, Drama Romance,6.449,12.097,"The night before their debut game, two professional soccer players share a kiss. In a sporting world where image is everything, this surprising ‘pass’ sets the men up for a contrasting decade of fame and failure, full of secrets and denial.",en,Russell Tovey,19.017,Arinzé Kene,5.893,Lisa McGrillis,4.417
95,2016-04-22,Special Correspondents, Comedy,5.77,27.489,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,en,Ricky Gervais,22.88,Eric Bana,82.965,Vera Farmiga,68.543
96,2016-04-29,Golden Years, Crime Comedy,6.412,5.151,"Fate, the pensions crisis and a steadfast refusal to accept the injustice of old age have contrived to force law abiding, retired couple, Arthur and Martha Goode into a life of crime.",en,Bernard Hill,20.696,Virginia McKenna,4.582,Sue Johnston,11.981
97,2016-05-03,Bobby Sands: 66 Days, Documentary,7.1,4.298,"By the early 1980s, after two decades of violence and unrest, the situation in Northern Ireland took a sudden and profound turn inside the infamous Maze Prison. Seeking the right to be treated as political prisoners rather than common criminals, Irish Republicans led by Bobby Sands began a prison hunger strike that would draw international attention to the conflict. In the 66 days that he refused food, Sands would be elected to the British Parliament, put the Irish Republican struggle centre stage on the world news agenda, and pay the ultimate price for his political convictions. The film combines a powerful mosaic of archival materials, reconstructions and the illuminating accounts of former prisoners, commentators and key players in the drama. With Sands's evocative prison diary at its core, the film brings fresh insight to an iconic figure who single-handedly created a transformative moment in Ireland's history that had global aftershocks.",en,Martin McCann,12.773,Gerry Adams,14.865,Norman Tebbit,1.708
98,2016-05-13,Kill Command, Action Horror Science Fiction Thriller,5.579,30.046,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",en,Vanessa Kirby,61.671,Thure Lindhardt,16.606,David Ajala,13.913
99,2016-06-22,Away, Drama,5.974,5.07,A story set in the north English seaside town of Blackpool and centered on two kindred spirits who form an unlikely friendship.,en,Timothy Spall,34.347,Juno Temple,43.532,Hayley Squires,13.819
100,2016-06-26,Whisky Galore!, Romance Comedy,6.05,9.863,"The story of the inhabitants of the isolated Scottish island of Todday, in the Outer Hebrides, where gloom sets in as their wartime rationing of whisky runs out. When cargo ship the SS Cabinet Minister runs aground the shrewd islanders run rings around the buffoonish English Home Guard commander Captain Waggett and conspire to hide away cases of the precious amber nectar.",en,Gregor Fisher,11.277,Eddie Izzard,32.367,Naomi Battrick,12.145
101,2016-07-01,Absolutely Fabulous: The Movie, Comedy,5.3,34.215,"Edina and Patsy are still oozing glitz and glamor, living the high life they are accustomed to; shopping, drinking and clubbing their way around London's trendiest hot-spots. Blamed for a major incident at an uber fashionable launch party, they become entangled in a media storm and are relentlessly pursued by the paparazzi. Fleeing penniless to the glamorous playground of the super-rich, the French Riviera, they hatch a plan to make their escape permanent and live the high life forever more!",en,Jennifer Saunders,27.079,Joanna Lumley,43.544,Julia Sawalha,24.188
102,2016-07-08,A Dark Song, Horror Fantasy Mystery,6.199,25.88,A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.,en,Catherine Walker,14.39,Steve Oram,6.816,Mark Huberman,9.242
103,2016-07-08,The Lighthouse, Drama History Horror,5.12,5.205,"Two lighthouse keepers clash, making their duties difficult even before a freak storms hits and strands them at the lighthouse for months. Based on a true story.",en,Mark Lewis Jones,13.652,Michael Jibson,5.803,Ian Virgo,9.557
104,2016-07-27,The Killing$ of Tony Blair, Documentary,6.6,2.331,"The story of Tony Blair's destruction of the Labour Party, his well-remunerated business interests, and the thousands of innocent people who have died following his decision to invade Iraq.",en,Tony Blair,5.252,Stephen Fry,32.273,George Galloway,4.522
105,2016-08-19,David Brent: Life on the Road, Comedy Music,6.109,22.713,"A camera crew catches up with David Brent, the former star of the fictional British series, ""The Office"" as he now fancies himself a rockstar on the road.",en,Ricky Gervais,22.88,Ben Bailey Smith,5.49,Rebecca Gethings,17.09
106,2016-08-19,Swallows and Amazons, Adventure Family,6.318,17.873,"Four children dream of escaping the tedium of a summer holiday with their mother. When finally given permission to camp on their own on an island in the middle of a vast lake, they are overjoyed. But when they get there they discover they may not be alone… The battle for ownership of a lonely island teaches them the skills of survival, the value of friendship and the importance of holding your nerve.",en,Dane Hughes,1.4,Orla Hill,5.811,Teddie-Rose Malleson-Allen,1.222
107,2016-08-26,The Chamber, Horror Thriller,5.333,12.704,"The film revolves around a special ops unit who commandeer a commercial research vessel and it’s submersible to locate a mysterious item at the bottom of the Yellow Sea. When an explosion causes the sub to overturn and take on water, the crew begins to understand that not all of them will escape and a fight for survival ensues.",en,Johannes Bah Kuhnke,16.336,Charlotte Salt,13.335,James McArdle,12.816
108,2016-09-02,One More Time with Feeling, Documentary Music,7.9,7.944,"Documents the writing, recording and performing of Nick Cave & the Bad Seeds’ sixteenth studio album, Skeleton Tree.",en,Nick Cave,10.231,Warren Ellis,2.531,Jim Sclavunos,4.169
109,2016-09-12,City of Tiny Lights, Crime Drama Thriller,5.295,11.252,"In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue.",en,Riz Ahmed,17.515,Cush Jumbo,20.585,James Floyd,14.021
110,2016-09-12,Paris Can Wait, Comedy Drama Romance,5.8,15.216,"Anne is at a crossroads in her life. Long married to a successful, driven but inattentive movie producer, she unexpectedly finds herself taking a car trip from Cannes to Paris with Jacques, a business associate of her husband. What should be a seven-hour drive turns into a carefree two-day adventure replete with diversions involving picturesque sights, fine food and wine, humor, wisdom and romance - reawakening Anne's senses and giving her a new lust for life.",en,Diane Lane,81.697,Arnaud Viard,10.601,Alec Baldwin,38.609
